,loan_amnt,int_rate,installment
997,14000,17.27%,349.98
998,14000,14.27%,480.33
999,5500,14.27%,188.7
1000,4800,14.65%,165.58
1001,9000,12.69%,301.91
1002,16000,12.69%,536.72
1003,5000,7.90%,156.46
1004,35000,12.42%,495.19
1005,18500,7.90%,578.87
1006,5350,15.27%,186.17
1007,25000,12.69%,564.87
1008,10000,10.65%,325.74
1009,12000,7.51%,373.33
1010,18000,9.91%,580.05
1011,3000,17.58%,107.83
1012,6000,7.90%,187.75
1013,20000,16.77%,494.59
1014,35000,19.03%,586.63
1015,10000,9.91%,322.25
1016,12000,9.91%,204.61
1017,5875,7.90%,183.84
1018,10000,13.49%,339.31
1019,28000,11.71%,926.13
1020,11200,11.71%,370.46
1021,10000,14.27%,343.09
1022,20000,14.27%,468.17
1023,9450,14.27%,324.22
1024,19000,16.77%,469.86
1025,18825,18.64%,484.61
1026,20400,17.58%,513.38
1027,21650,12.69%,726.25
1028,24000,21.67%,434.11
1029,24500,17.27%,612.46
1030,9000,10.65%,293.16
1031,15000,11.71%,331.48
1032,20000,18.64%,514.86
1033,7100,19.42%,185.83
1034,6000,10.65%,195.44
1035,5600,7.90%,175.23
1036,7000,10.65%,228.02
1037,20300,14.27%,475.2
1038,6000,10.65%,195.44
1039,30000,14.27%,702.26
1040,12000,7.90%,375.49
1041,13650,10.65%,444.63
1042,24000,12.69%,418.01
1043,6200,18.64%,159.61
1044,25000,14.65%,590.17
1045,12000,13.49%,407.17
1046,2300,7.51%,71.56
1047,8875,10.65%,289.09
1048,18800,21.28%,511.57
1049,12000,11.71%,265.18
1050,9000,7.90%,281.62
1051,7600,8.90%,241.33
1052,16000,11.71%,308.27
1053,12000,18.25%,306.36
1054,22500,20.89%,607.31
1055,20000,18.25%,510.6
1056,6000,13.49%,203.59
1057,7200,9.91%,232.02
1058,8000,10.65%,260.59
1059,24575,19.03%,637.9
1060,18000,14.65%,424.92
1061,19000,7.51%,591.11
1062,14400,15.27%,501.09
1063,8400,12.69%,281.78
1064,7500,12.69%,251.59
1065,30000,20.89%,809.75
1066,12375,15.96%,300.68
1067,10000,7.51%,311.11
1068,22000,17.27%,549.96
1069,12000,12.69%,402.54
1070,5000,12.69%,167.73
1071,21000,16.29%,741.31
1072,24000,8.90%,762.08
1073,6000,13.49%,203.59
1074,4800,6.03%,146.1
1075,5000,20.89%,188.1
1076,5850,14.65%,201.8
1077,17000,18.64%,437.63
1078,21000,11.71%,464.07
1079,17475,17.27%,404.35
1080,4750,8.90%,150.83
1081,12000,20.89%,323.9
1082,5275,7.51%,164.11
1083,9175,12.69%,307.78
1084,9600,16.77%,341.17
1085,34475,14.27%,807.01
1086,22500,14.27%,771.96
1087,12000,22.06%,331.84
1088,12000,6.03%,365.23
1089,10050,17.27%,251.23
1090,21000,19.91%,555.33
1091,15000,17.27%,536.81
1092,19400,12.69%,650.77
1093,10000,15.27%,347.98
1094,10000,15.27%,347.98
1095,4800,10.65%,156.36
1096,35000,11.71%,516.0
1097,18200,11.71%,601.99
1098,6400,12.69%,214.69
1099,13000,16.77%,321.48
1100,2500,15.27%,87.0
1101,6300,9.91%,203.02
1102,4400,11.71%,145.54
1103,6000,12.69%,201.27
1104,20500,20.89%,340.77
1105,8800,20.30%,234.62
1106,17000,13.49%,391.08
1107,18000,7.90%,563.23
1108,20000,19.42%,523.45
1109,10000,12.69%,335.45
1110,16000,11.71%,353.58
1111,34000,17.58%,1222.03
1112,16000,13.49%,368.08
1113,11100,15.27%,386.26
1114,21000,13.49%,483.1
1115,12000,19.42%,314.07
1116,5000,11.71%,165.38
1117,21000,17.27%,524.96
1118,10625,11.71%,351.44
1119,18500,7.51%,575.56
1120,3600,12.42%,120.3
1121,8500,15.96%,298.67
1122,12000,8.90%,381.04
1123,11700,11.71%,386.99
1124,15000,14.27%,514.64
1125,13000,9.91%,418.93
1126,9500,12.69%,318.68
1127,20000,16.77%,494.59
1128,1800,14.27%,42.14
1129,20000,13.49%,678.61
1130,6000,8.90%,190.52
1131,13000,17.27%,465.24
1132,14400,6.62%,442.14
1133,5000,7.90%,156.46
1134,12000,18.25%,306.36
1135,25000,11.71%,826.9
1136,21650,19.03%,561.98
1137,19500,16.77%,482.22
1138,5000,7.51%,155.56
1139,5200,14.65%,179.37
1140,6000,13.49%,203.59
1141,4000,18.64%,145.9
1142,15000,12.69%,503.18
1143,8000,11.71%,264.61
1144,16500,17.27%,590.49
1145,11900,12.42%,267.25
1146,4000,15.27%,139.2
1147,12000,9.91%,386.7
1148,10200,6.03%,310.45
1149,12000,11.71%,396.92
1150,3000,11.71%,99.23
1151,3500,10.65%,114.01
1152,11000,6.62%,337.75
1153,17000,12.42%,568.06
1154,15000,15.96%,527.06
1155,12000,7.51%,373.33
1156,29100,23.91%,835.63
1157,5000,14.65%,172.48
1158,25850,7.90%,808.86
1159,16400,15.96%,576.26
1160,12000,12.69%,402.54
1161,9600,15.96%,337.32
1162,8000,7.51%,248.89
1163,17500,10.65%,377.45
1164,16000,19.91%,277.0
1165,35000,19.91%,573.18
1166,4000,7.90%,125.17
1167,1500,14.27%,51.47
1168,14000,8.90%,289.94
1169,8000,12.42%,267.33
1170,8000,10.65%,260.59
1171,25000,13.49%,374.98
1172,4000,8.90%,127.02
1173,20400,11.71%,450.81
1174,10000,11.71%,330.76
1175,10000,12.42%,334.16
1176,6000,8.90%,190.52
1177,35000,20.89%,944.71
1178,18000,7.90%,563.23
1179,3300,11.71%,109.16
1180,15000,15.27%,521.97
1181,6000,9.91%,193.35
1182,35000,19.42%,916.03
1183,20000,18.25%,312.74
1184,12200,14.27%,242.28
1185,4200,13.49%,142.51
1186,25000,16.77%,420.4
1187,22575,21.28%,378.24
1188,20000,14.65%,689.89
1189,18000,15.27%,329.07
1190,10000,12.42%,334.16
1191,12000,9.91%,386.7
1192,8000,10.65%,260.59
1193,7175,7.90%,224.51
1194,15000,12.69%,503.18
1195,22500,12.69%,508.39
1196,35000,14.27%,819.3
1197,12000,12.69%,402.54
1198,35000,18.64%,901.01
1199,18250,23.52%,519.95
1200,20000,18.64%,514.86
1201,15000,6.03%,456.54
1202,12500,11.71%,413.45
1203,15000,13.49%,508.96
1204,16750,17.58%,602.03
1205,8000,7.51%,248.89
1206,10400,11.71%,344.0
1207,6000,12.42%,200.5
1208,7000,8.90%,222.28
1209,10000,15.96%,351.38
1210,12000,6.03%,365.23
1211,12000,15.27%,287.19
1212,17000,20.89%,458.86
1213,12950,10.65%,279.31
1214,16000,14.65%,551.91
1215,10000,15.96%,242.97
1216,8000,6.62%,245.63
1217,24000,20.30%,639.87
1218,7700,12.42%,257.3
1219,15000,7.90%,469.36
1220,30000,18.64%,772.29
1221,12000,11.71%,396.92
1222,1200,7.90%,37.55
1223,9000,7.51%,280.0
1224,12000,13.49%,276.06
1225,5000,7.90%,156.46
1226,10400,14.27%,356.82
1227,30000,9.91%,636.09
1228,7200,17.27%,179.99
1229,3500,10.65%,114.01
1230,19500,18.25%,497.83
1231,6350,11.71%,140.33
1232,15000,12.42%,501.23
1233,10000,6.03%,304.36
1234,8400,7.51%,261.34
1235,12000,9.91%,386.7
1236,22750,20.30%,606.54
1237,20000,20.30%,533.23
1238,8875,8.90%,281.81
1239,5000,14.27%,117.05
1240,11200,6.62%,343.89
1241,4000,13.49%,135.73
1242,15000,12.69%,503.18
1243,14750,16.77%,364.76
1244,15000,7.90%,469.36
1245,2500,12.69%,83.87
1246,13475,8.90%,279.07
1247,14000,13.49%,322.07
1248,6625,6.03%,201.64
1249,10000,6.62%,307.04
1250,12000,19.03%,311.49
1251,20000,18.64%,514.86
1252,14000,14.65%,482.92
1253,35000,8.90%,1111.37
1254,4800,18.25%,122.55
1255,12875,7.90%,402.87
1256,1400,8.90%,44.46
1257,22000,17.58%,790.73
1258,12000,16.29%,423.61
1259,9000,8.90%,285.78
1260,12000,14.65%,413.94
1261,17000,19.03%,441.28
1262,18000,16.77%,445.13
1263,2000,6.03%,60.88
1264,8000,12.42%,267.33
1265,10000,12.42%,334.16
1266,6900,12.42%,230.57
1267,6000,7.90%,187.75
1268,13000,12.42%,434.4
1269,18650,9.91%,601.0
1270,2400,10.65%,78.18
1271,8000,12.42%,267.33
1272,25975,19.03%,674.24
1273,5000,6.62%,153.52
1274,12500,13.49%,287.56
1275,20000,17.58%,503.32
1276,4800,6.03%,146.1
1277,30000,9.91%,966.75
1278,25000,22.06%,691.33
1279,9250,10.65%,301.31
1280,2400,9.91%,77.34
1281,12000,18.25%,306.36
1282,3000,13.49%,101.8
1283,12000,13.49%,407.17
1284,10000,17.58%,359.43
1285,10000,13.49%,339.31
1286,20000,16.77%,710.77
1287,16000,7.90%,500.65
1288,22800,17.27%,569.96
1289,18000,14.65%,620.9
1290,3500,6.62%,107.47
1291,20000,10.65%,431.37
1292,3000,11.71%,99.23
1293,27300,10.65%,588.82
1294,12250,15.27%,293.17
1295,20000,13.49%,678.61
1296,4350,16.29%,153.56
1297,21200,17.58%,533.51
1298,2700,9.91%,87.01
1299,8000,14.27%,274.48
1300,6000,14.27%,205.86
1301,7000,9.91%,225.58
1302,7000,7.90%,219.04
1303,6025,11.71%,199.29
1304,15000,18.25%,544.17
1305,18000,17.27%,644.18
1306,20250,15.27%,484.63
1307,3825,14.27%,131.24
1308,10000,6.03%,304.36
1309,6000,12.42%,200.5
1310,2400,14.27%,82.35
1311,7200,12.69%,241.53
1312,14000,9.91%,451.15
1313,8400,14.65%,198.3
1314,13000,10.65%,423.46
1315,4200,6.62%,128.96
1316,20000,11.71%,441.97
1317,7000,22.06%,193.58
1318,13250,13.49%,449.58
1319,3600,18.25%,91.91
1320,14000,13.49%,322.07
1321,6000,6.62%,184.23
1322,9000,7.90%,281.62
1323,15000,12.42%,501.23
1324,10000,14.65%,344.95
1325,9000,14.27%,308.79
1326,5325,12.42%,177.94
1327,12000,6.03%,365.23
1328,14000,10.65%,456.03
1329,20000,17.27%,715.75
1330,16000,14.65%,551.91
1331,35000,17.27%,874.93
1332,11000,12.42%,367.57
1333,5000,12.42%,167.08
1334,20000,13.49%,460.1
1335,35000,12.69%,790.82
1336,12000,7.51%,373.33
1337,14150,12.69%,474.66
1338,4000,12.42%,133.67
1339,12000,8.90%,248.52
1340,6000,10.65%,195.44
1341,17000,17.58%,427.82
1342,15000,7.51%,466.67
1343,4200,11.71%,92.82
1344,15000,6.03%,456.54
1345,18000,12.42%,601.48
1346,19000,17.58%,478.15
1347,30000,13.49%,690.15
1348,35000,7.90%,1095.16
1349,16000,7.90%,500.65
1350,4000,18.64%,102.98
1351,7000,7.51%,217.78
1352,12000,15.96%,291.57
1353,12000,12.69%,271.14
1354,7000,6.03%,213.05
1355,10000,13.49%,339.31
1356,1600,16.29%,56.49
1357,17200,20.89%,464.26
1358,12000,11.71%,265.18
1359,7200,11.71%,238.15
1360,12000,14.27%,411.71
1361,5000,7.51%,155.56
1362,27300,12.42%,613.09
1363,8200,6.62%,251.77
1364,6000,12.42%,200.5
1365,8000,8.90%,254.03
1366,20000,9.91%,644.5
1367,10400,16.77%,257.19
1368,3600,12.42%,120.3
1369,5000,6.03%,152.18
1370,8000,11.71%,264.61
1371,16000,12.42%,534.65
1372,35000,22.35%,973.64
1373,5000,12.69%,167.73
1374,12000,6.62%,368.45
1375,2800,7.51%,87.12
1376,12000,12.69%,402.54
1377,4000,6.03%,121.75
1378,7000,8.90%,222.28
1379,5600,10.65%,182.42
1380,12000,19.91%,317.33
1381,18975,19.91%,501.78
1382,5000,6.62%,153.52
1383,12000,16.77%,426.47
1384,35000,11.71%,773.44
1385,5500,10.65%,179.16
1386,6500,8.90%,206.4
1387,12000,10.65%,390.88
1388,12000,7.90%,375.49
1389,4000,12.69%,134.18
1390,1000,13.49%,33.94
1391,25000,12.42%,835.39
1392,9000,12.69%,301.91
1393,8575,15.27%,298.4
1394,5400,7.90%,168.97
1395,10000,17.27%,357.88
1396,6000,13.49%,203.59
1397,10000,14.65%,344.95
1398,2575,15.96%,90.48
1399,10000,9.91%,322.25
1400,8000,9.91%,257.8
1401,12000,18.64%,308.92
1402,12000,13.49%,407.17
1403,10000,8.90%,317.54
1404,6000,15.96%,210.83
1405,12600,14.27%,294.95
1406,10000,6.03%,304.36
1407,14000,17.27%,349.98
1408,5000,12.69%,167.73
1409,10000,9.91%,322.25
1410,15000,11.71%,331.48
1411,6000,15.27%,208.79
1412,5450,7.90%,170.54
1413,13500,9.91%,435.04
1414,20000,14.27%,468.17
1415,3000,12.42%,67.38
1416,5000,9.91%,161.13
1417,7000,6.62%,214.93
1418,16000,17.58%,402.65
1419,3800,6.03%,115.66
1420,28000,8.90%,889.09
1421,15000,15.27%,358.98
1422,6000,14.27%,205.86
1423,4000,12.42%,133.67
1424,15000,17.58%,539.14
1425,7500,14.27%,257.32
1426,12000,6.03%,365.23
1427,2125,8.90%,67.48
1428,25000,21.28%,680.28
1429,7200,11.71%,238.15
1430,10000,12.69%,335.45
1431,7000,16.77%,248.77
1432,14000,10.65%,456.03
1433,6000,7.90%,187.75
1434,8000,7.90%,250.33
1435,3000,8.90%,95.26
1436,22000,12.69%,497.09
1437,10000,12.42%,334.16
1438,5000,14.27%,171.55
1439,6000,9.91%,193.35
1440,5500,7.51%,171.11
1441,6000,6.62%,184.23
1442,10000,12.42%,334.16
1443,5000,9.91%,161.13
1444,4000,11.71%,132.31
1445,8000,7.90%,250.33
1446,6000,11.71%,132.59
1447,12000,6.03%,365.23
1448,9500,7.51%,295.56
1449,15600,14.27%,365.18
1450,10000,18.25%,362.78
1451,12000,14.65%,413.94
1452,10000,18.25%,255.3
1453,25000,18.64%,643.58
1454,5300,15.27%,184.43
1455,8000,13.49%,271.45
1456,1000,15.27%,34.8
1457,3800,6.62%,116.68
1458,20000,7.90%,625.81
1459,4200,6.62%,128.96
1460,3500,6.03%,106.53
1461,6000,12.69%,201.27
1462,15000,12.42%,336.86
1463,30000,20.30%,799.84
1464,18000,15.27%,430.78
1465,10000,10.65%,325.74
1466,6500,8.90%,206.4
1467,25000,11.71%,552.46
1468,15000,13.49%,345.08
1469,22000,16.77%,544.04
1470,9600,17.27%,343.56
1471,14650,22.35%,407.54
1472,11250,12.69%,254.2
1473,31000,19.42%,1142.94
1474,14000,17.58%,503.19
1475,9000,10.65%,293.16
1476,6500,10.65%,211.73
1477,16500,12.69%,553.49
1478,14000,10.65%,456.03
1479,25000,12.69%,564.87
1480,5600,13.49%,190.02
1481,10000,13.49%,339.31
1482,25000,21.28%,680.28
1483,5000,10.65%,162.87
1484,3600,6.62%,110.54
1485,10800,14.27%,370.54
1486,4800,14.65%,165.58
1487,6075,17.27%,151.87
1488,9600,7.90%,300.39
1489,5200,14.65%,179.37
1490,11000,7.51%,342.22
1491,35000,14.27%,819.3
1492,11000,6.03%,334.8
1493,20500,10.65%,442.15
1494,15000,18.25%,382.95
1495,8475,12.69%,284.3
1496,9250,14.65%,319.08
1497,6000,8.90%,190.52
1498,9400,15.27%,224.96
1499,5000,6.62%,153.52
1500,3500,7.90%,109.52
1501,7500,6.62%,230.28
1502,3625,16.29%,127.97
1503,4000,7.51%,124.45
1504,18825,13.49%,433.07
1505,5500,7.90%,172.1
1506,31300,20.30%,834.5
1507,26000,12.69%,587.47
1508,12000,11.71%,396.92
1509,4250,13.49%,97.77
1510,6000,12.69%,201.27
1511,18000,10.65%,586.32
1512,20000,16.77%,494.59
1513,3250,16.29%,114.73
1514,22000,13.49%,506.11
1515,8000,14.27%,187.27
1516,12650,17.27%,316.23
1517,8875,10.65%,289.09
1518,20000,15.96%,485.94
1519,20000,17.27%,499.96
1520,27600,10.65%,595.29
1521,23000,19.91%,608.21
1522,20000,12.42%,449.15
1523,15000,10.65%,323.53
1524,18000,18.64%,463.38
1525,12000,9.91%,386.7
1526,6000,6.03%,182.62
1527,7500,7.51%,233.34
1528,10000,12.42%,334.16
1529,35000,8.90%,1111.37
1530,12000,6.03%,365.23
1531,13150,6.03%,400.23
1532,1200,13.49%,40.72
1533,5000,13.49%,169.66
1534,12000,19.03%,311.49
1535,20000,11.71%,661.52
1536,4300,12.69%,144.25
1537,5375,18.25%,137.23
1538,2200,8.90%,69.86
1539,28000,9.91%,593.68
1540,5300,10.65%,172.64
1541,7500,7.90%,234.68
1542,12600,14.27%,294.95
1543,9250,9.91%,298.09
1544,7000,8.90%,222.28
1545,20000,15.96%,485.94
1546,24000,18.25%,612.72
1547,10275,6.62%,315.49
1548,10000,11.71%,330.76
1549,24250,18.64%,624.27
1550,12000,17.58%,301.99
1551,12000,7.90%,375.49
1552,7400,16.77%,262.99
1553,12000,6.62%,368.45
1554,10000,6.03%,304.36
1555,13200,12.69%,298.25
1556,10000,13.49%,230.05
1557,20000,16.77%,710.77
1558,20400,11.71%,450.81
1559,7500,7.51%,233.34
1560,23600,21.67%,647.39
1561,13000,11.71%,287.28
1562,25000,14.65%,590.17
1563,3000,8.90%,95.26
1564,10000,6.03%,304.36
1565,12000,12.42%,400.99
1566,4800,12.42%,160.4
1567,15000,10.65%,488.6
1568,24000,12.69%,542.28
1569,20000,14.65%,689.89
1570,25000,14.27%,585.22
1571,3000,12.42%,100.25
1572,7875,17.27%,196.86
1573,35000,11.71%,773.44
1574,10000,11.71%,330.76
1575,5600,7.51%,174.23
1576,21000,7.51%,653.33
1577,12300,7.51%,382.67
1578,6000,10.65%,195.44
1579,14550,11.71%,481.26
1580,25600,15.96%,899.52
1581,22000,14.65%,519.35
1582,35000,15.96%,850.39
1583,7000,14.27%,163.86
1584,9000,7.90%,281.62
1585,8000,16.29%,282.41
1586,6500,14.27%,223.01
1587,4000,14.27%,137.24
1588,14000,19.91%,370.22
1589,7000,6.62%,214.93
1590,15000,15.96%,527.06
1591,9925,6.62%,304.74
1592,15850,17.27%,396.22
1593,9000,16.29%,317.71
1594,1325,6.62%,40.69
1595,35000,12.42%,786.01
1596,6000,7.51%,186.67
1597,15000,15.96%,527.06
1598,35000,12.69%,790.82
1599,10000,15.27%,347.98
1600,3000,7.90%,93.88
1601,12000,19.03%,311.49
1602,6325,10.65%,206.03
1603,10000,6.03%,304.36
1604,12000,8.90%,381.04
1605,4000,10.65%,130.3
1606,6500,12.42%,217.2
1607,29700,17.27%,742.45
1608,4000,11.71%,132.31
1609,15000,7.90%,469.36
1610,35000,14.27%,819.3
1611,20000,6.62%,614.08
1612,24000,12.69%,542.28
1613,6500,13.49%,220.55
1614,19750,13.49%,454.35
1615,9000,12.69%,301.91
1616,14400,11.71%,318.22
1617,10000,15.96%,351.38
1618,35000,19.03%,908.5
1619,24250,24.11%,699.18
1620,7800,13.49%,264.66
1621,16000,12.42%,359.32
1622,15000,13.49%,345.08
1623,24000,21.28%,653.07
1624,10000,13.49%,339.31
1625,12000,12.69%,402.54
1626,5500,12.69%,184.5
1627,4000,12.42%,133.67
1628,8000,7.51%,248.89
1629,25975,18.64%,668.68
1630,25000,17.58%,629.14
1631,30000,14.27%,702.26
1632,13000,9.91%,275.64
1633,15200,15.27%,528.93
1634,16000,11.71%,353.58
1635,10000,10.65%,325.74
1636,28100,17.58%,707.16
1637,15000,16.77%,533.08
1638,12000,11.71%,396.92
1639,6000,7.51%,186.67
1640,5000,8.90%,158.77
1641,30000,19.91%,793.32
1642,8000,6.03%,243.49
1643,5000,14.27%,171.55
1644,15250,12.69%,344.57
1645,22000,7.90%,688.39
1646,21000,12.42%,471.61
1647,5000,7.51%,155.56
1648,6250,12.69%,209.66
1649,28000,7.90%,876.13
1650,6800,10.65%,221.5
1651,12000,11.71%,396.92
1652,20000,14.27%,468.17
1653,16800,12.42%,561.38
1654,30000,18.64%,772.29
1655,9000,10.65%,293.16
1656,5200,9.91%,167.57
1657,6000,16.77%,213.24
1658,15600,12.69%,523.3
1659,18000,13.49%,414.09
1660,11325,9.91%,364.95
1661,14000,14.65%,482.92
1662,13975,8.90%,443.76
1663,24000,7.90%,750.97
1664,7000,7.90%,219.04
1665,6000,12.42%,200.5
1666,14000,12.42%,467.82
1667,13800,11.71%,304.96
1668,16000,17.27%,399.97
1669,24000,14.65%,566.56
1670,18000,11.71%,397.77
1671,35000,19.42%,916.03
1672,12000,13.49%,276.06
1673,8000,12.69%,268.36
1674,25000,14.27%,585.22
1675,1000,10.65%,32.58
1676,5000,6.62%,153.52
1677,8500,17.58%,213.91
1678,22000,12.69%,497.09
1679,10000,16.77%,355.39
1680,6000,7.90%,187.75
1681,30000,19.42%,1106.07
1682,16000,6.62%,491.26
1683,3000,12.42%,67.38
1684,12000,16.29%,423.61
1685,35000,20.89%,944.71
1686,5000,9.91%,161.13
1687,13000,12.69%,436.09
1688,11200,10.65%,364.83
1689,12000,17.27%,299.98
1690,15000,18.25%,382.95
1691,35000,23.13%,989.29
1692,3200,12.69%,107.35
1693,6000,12.42%,200.5
1694,3100,11.71%,102.54
1695,5000,9.91%,161.13
1696,25000,12.69%,838.63
1697,5000,16.77%,177.7
1698,8800,6.03%,267.84
1699,6000,14.27%,205.86
1700,12000,14.65%,413.94
1701,8000,15.96%,281.1
1702,10000,11.71%,330.76
1703,21000,15.27%,502.57
1704,3975,17.58%,100.04
1705,19075,17.58%,480.04
1706,3000,8.90%,95.26
1707,5000,14.27%,171.55
1708,35000,12.69%,790.82
1709,10625,12.42%,355.04
1710,12000,11.71%,396.92
1711,9750,16.77%,346.5
1712,12000,17.27%,429.45
1713,21600,19.03%,792.1
1714,6000,8.90%,190.52
1715,25450,21.28%,692.53
1716,3575,7.51%,111.23
1717,12000,12.42%,400.99
1718,3000,11.71%,99.23
1719,7000,8.90%,222.28
1720,21000,11.71%,694.6
1721,25000,22.06%,691.33
1722,12000,14.27%,280.91
1723,25000,18.25%,638.25
1724,6075,6.03%,184.9
1725,5000,11.71%,165.38
1726,10400,15.27%,361.9
1727,8000,15.96%,281.1
1728,11000,12.42%,367.57
1729,33600,14.27%,786.53
1730,12000,14.27%,411.71
1731,12000,6.62%,368.45
1732,11100,15.96%,269.7
1733,20000,18.64%,729.49
1734,3000,10.65%,97.72
1735,15075,15.27%,524.58
1736,15000,17.27%,536.81
1737,24000,17.58%,862.61
1738,8500,10.65%,276.88
1739,28000,18.64%,720.81
1740,23000,18.64%,592.09
1741,5500,9.91%,177.24
1742,15000,22.35%,575.58
1743,5000,12.69%,167.73
1744,8875,14.65%,306.14
1745,8000,9.91%,257.8
1746,4500,14.27%,154.4
1747,35000,13.49%,805.17
1748,10000,13.49%,339.31
1749,18650,7.90%,583.57
1750,16000,15.27%,382.92
1751,23700,17.58%,596.43
1752,6400,7.51%,199.11
1753,7000,18.64%,180.21
1754,3500,14.27%,120.09
1755,10200,7.90%,319.17
1756,12000,12.42%,400.99
1757,9000,11.71%,297.69
1758,4000,12.69%,134.18
1759,35000,21.28%,952.39
1760,20000,17.58%,503.32
1761,5000,9.91%,161.13
1762,20000,13.49%,460.1
1763,7200,6.62%,221.07
1764,5500,7.51%,171.11
1765,3000,10.65%,97.72
1766,20000,15.27%,478.64
1767,9000,16.77%,319.85
1768,9000,8.90%,285.78
1769,6000,7.90%,187.75
1770,4000,6.62%,122.82
1771,28200,19.03%,731.99
1772,21200,18.25%,541.23
1773,25000,15.27%,869.95
1774,12000,11.71%,396.92
1775,15000,20.30%,399.92
1776,17000,12.42%,568.06
1777,20000,7.51%,622.22
1778,5000,16.77%,123.65
1779,7700,8.90%,244.5
1780,14000,17.58%,352.32
1781,10000,12.42%,334.16
1782,6475,9.91%,208.66
1783,12000,19.91%,317.33
1784,12600,19.03%,327.06
1785,15600,6.03%,474.8
1786,25000,15.96%,878.44
1787,14400,14.27%,494.05
1788,25000,6.62%,767.6
1789,25000,18.25%,638.25
1790,18000,7.90%,563.23
1791,12000,6.62%,368.45
1792,4000,6.03%,121.75
1793,30000,18.64%,772.29
1794,27700,20.30%,738.52
1795,12000,7.51%,373.33
1796,10000,7.51%,311.11
1797,16000,22.35%,445.1
1798,5000,15.96%,175.69
1799,25000,24.11%,720.8
1800,8000,8.90%,254.03
1801,17375,14.27%,596.12
1802,2500,10.65%,81.44
1803,15800,18.25%,403.37
1804,6000,6.03%,182.62
1805,35000,10.65%,1140.07
1806,15000,16.77%,533.08
1807,18500,12.42%,618.19
1808,35000,14.27%,819.3
1809,6000,10.65%,195.44
1810,15000,10.65%,488.6
1811,4800,12.42%,160.4
1812,18000,19.42%,471.1
1813,20000,12.42%,668.31
1814,29000,12.69%,655.25
1815,14125,15.27%,338.04
1816,17625,20.30%,469.91
1817,5000,12.69%,167.73
1818,10000,6.62%,307.04
1819,10000,6.03%,304.36
1820,13200,14.27%,309.0
1821,2400,11.71%,79.39
1822,4000,7.90%,125.17
1823,12000,6.03%,365.23
1824,24000,12.69%,542.28
1825,4000,19.03%,103.83
1826,3200,7.90%,100.13
1827,14000,11.71%,463.07
1828,10000,16.29%,353.01
1829,15000,10.65%,488.6
1830,10000,12.69%,335.45
1831,1000,19.03%,36.68
1832,10075,16.29%,355.66
1833,19400,20.30%,517.23
1834,22400,12.69%,751.41
1835,20000,13.49%,678.61
1836,35000,17.27%,874.93
1837,25000,17.58%,629.14
1838,27000,12.42%,606.35
1839,35000,22.74%,981.45
1840,15000,6.62%,460.56
1841,30000,13.49%,690.15
1842,22000,20.89%,593.82
1843,21000,16.77%,519.32
1844,22500,14.27%,526.7
1845,5000,7.51%,155.56
1846,9600,7.90%,300.39
1847,12000,14.27%,280.91
1848,4500,6.03%,136.96
1849,3000,14.65%,103.49
1850,16100,20.89%,434.57
1851,18200,18.25%,660.26
1852,35000,22.35%,973.64
1853,15000,9.91%,483.38
1854,10000,6.62%,307.04
1855,8500,8.90%,269.91
1856,1800,11.71%,59.54
1857,14000,12.69%,469.63
1858,3000,16.77%,106.62
1859,17200,17.58%,618.21
1860,6000,9.91%,193.35
1861,16675,11.71%,368.49
1862,4000,16.29%,141.21
1863,5250,17.58%,132.12
1864,2500,12.69%,56.49
1865,12875,11.71%,284.52
1866,7000,12.69%,234.82
1867,1500,14.65%,51.75
1868,5300,8.90%,168.3
1869,12250,11.71%,270.71
1870,4200,16.77%,103.87
1871,2400,12.69%,80.51
1872,24250,19.03%,629.46
1873,12000,7.90%,375.49
1874,10000,11.71%,330.76
1875,22000,18.25%,561.66
1876,20000,16.77%,494.59
1877,7800,14.27%,267.61
1878,32000,20.89%,863.73
1879,22950,13.49%,778.71
1880,1000,16.29%,35.31
1881,1950,14.27%,66.91
1882,4650,6.62%,142.78
1883,20000,19.91%,528.88
1884,12000,13.49%,407.17
1885,9450,16.77%,335.84
1886,16000,7.90%,500.65
1887,16000,8.90%,508.06
1888,4800,10.65%,156.36
1889,5000,10.65%,162.87
1890,7100,7.90%,222.17
1891,6000,13.49%,203.59
1892,9000,16.29%,317.71
1893,5000,12.42%,167.08
1894,10000,13.49%,339.31
1895,25000,17.58%,629.14
1896,15000,14.27%,351.13
1897,15000,15.27%,521.97
1898,8400,18.64%,306.39
1899,25000,15.27%,598.3
1900,6000,15.27%,208.79
1901,6000,6.62%,184.23
1902,2500,14.65%,86.24
1903,12000,6.62%,368.45
